turn,word,meaning
3822,shrink,줄어들다
3823,shut,닫다
3824,shy,수줍은
3825,sick,병난
3826,side,쪽
3827,sigh,한숨
3828,sight,광경
3829,sign,부호
3830,significant,중요한
3831,silent,조용한
3832,silk,비단
3833,silly,어리석은 바보
3834,silver,은
3835,similar,유사한
3836,simple,단일의
3837,simulate,흉내내다
3838,simultaneous,동시에 일어나는(존재하는)
3839,sin,사인
3841,sing,노래하다
3842,single,단 하나의
3843,sink,가라앉다
3844,sister,여자형제
3845,sit,앉다
3846,site,부지
3847,situation,장소
3848,size,크기
3849,skill,숙련
3850,skin,피부
3851,skip,도약
3852,skirt,스커어트
3853,sky,하늘
3854,slaughter,도살
3855,slave,노예 노예처럼 일하다
3856,sleep,잠자다
3857,slice,얇은조각
3858,slide,미끄러지다
3859,slight,약간의
3860,slim,호리호리한
3861,slip,(때가)어느덧 지나가다
3862,slope,비탈
3863,slow,느린
3864,small,작은 작은 부분 적게
3865,smart,재치있는
3866,smash,박살내다
3867,smell,냄새
3868,smile,미소짓다 미소
3869,smoke,연기
3870,smooth,매끄러운
3871,snake,뱀
3872,snap,덥석 물다
3873,sneak,몰래 움직이다
3874,sniff,코를 킁킁거리다
3875,snow,눈 눈이 내리다
3876,so,그와 같이
3877,soak,담그다
3878,soap,비누 비누로 씻다
3879,soccer,축구
3880,social,사회의
3881,society,사회
3882,sociology,사회학
3883,sock,짧은 양말
3884,soft,부드러운
3885,software,소프트웨어
3886,soil,흙
3887,soldier,군인
3888,sole,유일한 발바닥
3889,solid,고체의
3890,solo,독주
3891,solve,해결하다
3892,some,얼만가의
3893,somewhat,약간
3894,son,아들
3895,song,노래
3896,soon,얼마 안 가서
3897,sophisticated,물정에 닳고 닳은
3898,sore,슬픈
3899,sorry,가엾은
3900,sort,종류
3901,soul,혼
3902,sound,소리
3903,sour,시큼한 시어지다 시큼한 것
3904,source,원천
3905,south,남쪽 남쪽의 남으로
3906,space,공간
3907,span,한 뼘
3908,spare,여분의
3909,spark,불꽃
3910,speak,이야기하다
3911,special,특별한
3912,species,종
3913,specific,특정한
3914,spectacle,광경
3915,spectrum,스펙트럼
3916,speech,연설
3917,speed,속도
3918,spell,철자하다
3919,spend,소비하다
3920,sphere,구
3921,spill,엎지르다
3922,spin,잣다
3923,spirit,정신
3924,spit,침을 뱉다
3925,spite,악의
3926,splash,튀기다
3927,split,쪼개다
3928,spoil,망쳐놓다
3929,spoon,숟가락
3930,spot,장소
3931,spouse,배우자
3932,spread,펴다
3933,square,정사각형의
3934,squeeze,압착하다
3935,stable,안정된
3936,stack,낟가리
3937,stage,무대
3938,stain,더럽히다
3939,stairs,계단
3940,stamp,도장
3941,stand,서다
3942,standard,표준
3943,stare,응시하다
3944,start,시작하다
3945,starve,굶어 죽다
3946,state,상태
3947,station,역
3948,statistic,통계의 통계량
3949,statue,조상
3950,status,신분
3951,stay,머무르다
3952,steady,확고한
3953,steal,훔치다
3954,steam,증기
3955,steel,강철
3956,steep,가파른 -에 담그다 잠기다 담그기
3957,stem,줄기
3958,step,걷다
3959,stick,나무토막
3960,stiff,굳은
3961,still,소리가 없는 아직(도)
3962,stimulate,자극하다
3963,stir,휘젓다
3964,stitch,한 바늘
3965,stock,줄기
3966,stomach,위
3967,stone,돌
3968,stop,멈추다
3969,store,가게
3970,storm,폭풍
3971,story,층
3972,stove,stave의 과거(분사)
3973,straight,곧은
3974,strain,잡아당기다
3975,strange,이상한
3976,strategy,용병학
3977,straw,짚
3978,strawberry,딸기
3979,stream,시내
3980,street,거리
3981,stress,압박
3982,stretch,뻗치다
3983,strict,엄중한
3984,strike,치다
3985,string,끈
3986,strip,벗기다
3987,stripe,줄무늬
3988,stroke,한번치기
3989,strong,강한
3990,structure,구조
3991,struggle,버둥거리다
3992,student,학생
3993,study,학문
3994,stuff,재료
3995,subject,복종시키다
3996,subjective,주관의
3997,submarine,잠수함
3998,submit,복종시키다
3999,subscribe,서명승락하다
4000,substance,물질
4001,substantial,실체의
4002,substitute,대용하다 대신하다 대리(인)
4003,subtle,미묘한
4004,suburb,교외
4005,subway,지하도
4006,succeed,성공하다
4007,such,이러한
4008,suck,빨다
4009,sudden,별안간의
4010,suffer,경험하다
4011,sufficient,충분한
4012,sugar,설탕
4013,suggest,암시하다
4014,suicide,자살 자살하다
4015,suit,소송
4016,suite,수행원
4017,sum,총계
4018,summary,요약
4019,summit,꼭대기
4020,sun,태양
4021,super,임시고용배우
4022,superb,장려한
4023,superior,뛰어난
4024,supervise,감독하다
4025,supper,저녁식사
4026,supplement,부록
4027,supply,공급하다
4028,support,지탱하다
4029,suppose,상상하다
4030,sure,"확신하는, 확실한 , 틀림없는"
4031,surface,표면
4032,surgery,외과
4033,surprise,놀람
4034,surrender,넘겨주다
4035,surround,에워싸다
4036,survey,둘러보다
4037,survive,살아 남다
4038,suspect,짐작하다
4039,suspend,매달다
4040,sustain,떠받치다
4041,swallow,삼키다
4042,swear,맹세하다
4043,sweat,땀
4044,sweep,청소하다
4045,sweet,단
4046,swell,부풀다
4047,swift,빠른
4048,swim,헤엄치다
4049,swing,흔들리다
4050,switch,회초리
4051,symbol,상징
4052,sympathy,동정
4053,symphony,교향곡
4054,symptom,조짐
4055,system,조직
4056,table,테이블
4057,tackle,고패
4058,tag,손잡이가죽
4059,tail,꼬리
4060,take,잡다
4061,tale,이야기
4062,talent,재주
4063,talk,말하다
4064,tall,키큰
4065,tap,가볍게 치기
4066,tape,테이프
4067,target,과녁
4068,task,일
4069,taste,맛
4070,tattoo,귀영나팔
4071,tax,세금
4072,tea,차
4073,teach,가르치다
4074,tear,눈물
4075,tease,괴롭히다
4076,teen,슬픔
4077,teenage,10대
4078,telegraph,전신
4079,telephone,전화
4080,tell,말하다
4081,temperature,온도
4082,temple,관자놀이
4083,temporary,일시적인
4084,tempt,유혹하다
4085,tenant,차지인
4086,tend,(-의)경향이 있다
4087,tender,제공
4088,tense,시제
4089,term,기간
4090,terminal,종점의
4091,terminate,끝내다
4092,terrace,계단모양의 뜰(광장)
4093,terrible,무시무시한
4094,terrific,무서운
4095,territory,영토
4096,test,시험
4097,testify,증명하다
4098,text,원문
4099,textbook,교과서
4101,thank,감사하다 감사
4102,that,저
4103,the,art.저
4105,theme,논제
4106,then,그때
4107,theory,이론
4108,therapy,치료법
4109,there,거기에
4110,therefore,그런 까닭에
4111,they,그들
4112,thick,두꺼운
4113,thief,도둑
4114,thin,얇은
4115,thing,물건
4116,think,생각하다
4117,thirst,갈증
4118,this,이
4119,thorough,완전한
4121,thousand,천
4122,thread,실
4123,threat,협박
4124,thrill,오싹하다 오싹함
4125,throat,목
4126,through,(-을)통하여 통하여 직통의
4127,throw,던지다
4128,thumb,엄지손가락 엄지손가락으로 만지다
4129,thus,이렇게
4130,tick,시계소리
4131,tide,조수
4132,tidy,말쑥한
4133,tie,매다
4134,tiger,호랑이
4135,tight,단단한
4137,timber,재목
4138,time,때
4139,tin,주석
4140,tiny,자그마한
4141,tip,끝
4142,tire,피로하게 하다
4143,tissue,조직
4144,title,표제
4146,tobacco,담배
4147,today,오늘은
4148,toe,발가락
4149,together,같이
4150,toilet,화장실
4151,tomorrow,내일(은)
4152,tone,음조
4153,tongue,혀
4154,tonight,오늘밤에 오늘밤
4155,too,(-도)또한
4156,tool,사용세
4157,tooth,이
4158,top,정상
4159,torture,고문
4160,toss,던지다
4161,total,총계 전체의 합계하다
4162,touch,닿다
4163,tough,단단한
4164,tour,일주
4166,tower,탑
4167,town,읍
4168,toxic,독의
4169,toy,장난감 장난하다
4170,trace,발자국
4171,trade,매매
4172,tradition,전설
4173,traffic,교통
4174,tragic,비극의
4175,trail,질질 끌다
4176,train,기차
4177,transact,처리하다
4178,transfer,옮기다
4179,transform,"변형(변용,변태)시키다"
4180,transition,변천
4181,translate,번역하다
4182,transmit,보내다
4183,transport,수송(운송)하다
4184,trap,덫
4185,travel,여행하다
4186,tray,쟁반
4187,treasure,보물
4188,treat,대우하다
4189,treaty,조약
4190,tree,나무
4191,tremendous,무서운
4192,trend,방향
4193,trial,시험
4194,triangle,각형
4195,tribe,종족
4196,trick,책략
4197,trigger,방아쇠 재빠른
4198,trim,산뜻한 정돈하다
4199,trip,여행
4200,triumph,승리
4201,troop,대
4202,trophy,전리품
4203,trouble,고생
4204,trouser,즈봉
4205,TRUE,진실
4206,trunk,줄기
4207,trust,신용
4208,truth,진리
4209,try,시험해보다
4210,tube,관
4211,tune,곡
4212,tunnel,터널
4213,turn,돌리다
4214,turnover,전복
4215,tutor,가정교사
4216,twice,두 번
4217,twin,쌍동이
4218,twist,꼬이다
4219,type,형
4220,typical,전형적인
4221,ugly,추한
4222,ultimate,최후의
4223,umbrella,우산
4224,uncle,아저씨
4226,undergo,(영향 등을)받다
4229,understand,이해하다
4230,undertake,떠맡다
4231,uniform,한결같은
4232,unify,하나로 하다
4233,union,결합
4234,unique,유일무이한
4235,unit,단위
4236,unite,결합하다
4237,universe,우주
4238,university,종합대학(교) 대학의(에 관계 있는)
4241,up,위로
4242,update,새롭게 하다 최신정보
4244,upper,위쪽의
4245,upset,뒤집어 엎다
4246,upward,위로 향한
4247,urban,도시의
4248,urge,몰아대다
4249,urgent,긴급한
4250,use,쓰다
4251,usual,평소의
4253,utter,전적인
4254,vacation,휴가
4255,vacuum,진공
4256,vague,막연한
4257,valid,유효한
4258,valley,골짜기
4259,value,가치
4260,van,유개트럭
4261,vanish,자취를 감추다
4262,various,가지가지의
4263,vary,바꾸다
4264,vast,"광대한, 광막한 막대한"
4265,vegetable,"식물  야채, 푸성귀, 남새, 채소"
4266,vehicle,"운반 기구, 운송 수단,  수레, 차량, 탈것"
4267,venture,모험
4268,verbal,"말의, 말에 관한, 언어상의, 말로 나타낸, 말로 된"
4269,verse,"시의 한 줄, 시구  일련의 시구"
4270,version,"번역, 번역문 개작, 각색, 번안"
4271,versus,"…대, …에 대한"
4272,vertical,"수평면에 직각인, 수직의"
4273,very,매우
4274,vessel,그릇
4275,veteran,"노련가, 경험 많은 대가, 베테랑"
4276,veterinarian,수의사
4277,via,"…을 거쳐, …을 경유하여"
4278,vice,"악덕,  비행, 타락 행위"
4279,victim,"희생, 산 제물, 인신 제물"
4280,victory,"승리, 전승"
4281,view,"봄, 관찰, 개관, 실지 검증  보는 힘, 시계, 시야"
4282,vigorous,"정력적인, 강건한, 활기 있는, 격렬한"
4283,village,"마을, 촌락"
4284,violent,"격렬한, 맹렬한"
4285,virgin,"처녀, 동정녀, 미혼 여성, 동정녀 마리아"
4286,virtual,"사실상의, 실질상의, 실제의  허상의"
4287,virtue,"덕, 덕행, 선, 선행"
4288,visible,"눈에 보이는,  볼 수 있는"
4289,visit,"방문하다, …의 손님으로 묵다"
4290,visual,"시각의, 물건을 보기 위한"
4291,vital,"생명의, 생명에 관한, 생명유지에 필요한, 살아 있는"
4292,vivid,"발랄한, 약동적인, 힘찬, 생기있는"
4293,vocabulary,"어휘, 용어수, 용어 범위"
4294,vocation,"천직, 사명 직업, 생업, 장사  적성, 소질, 재능"
4295,voice,"목소리, 음성, 음성"
4296,volume,책  권
4297,voluntary,"자발적인, 수의의"
4298,vote,"찬부 표시, 투표, 표결"
4299,voyage,여행
4300,wage,임금
4301,wagon,짐마차
4302,wait,기다리다
4303,wake,잠깨다
4304,walk,걷다
4305,wall,벽
4306,wander,헤매다
4307,want,결핍
4308,war,전쟁
4309,warehouse,창고
4310,warm,따뜻한
4311,warn,경고하다
4312,warrant,보증하다 보증
4313,warrior,병사
4314,wash,씻다
4315,waste,낭비하다
4316,watch,손목시계
4317,water,물
4318,watermelon,수박
4319,wave,물결
4320,way,길
4321,we,우리가
4322,weak,약한
4323,wealth,재산
4324,weapon,무기
4325,wear,입다
4326,weather,날씨
4327,weave,짜다
4328,wedding,혼례
4329,weed,잡초 잡초를 뽑다
4330,week,주
4331,weekend,주말 주말의 주말을 지내다
4332,weigh,무게를 달다
4333,weight,무게
4334,weird,불가사의한
4335,welcome,환영 환영받는
4336,welfare,행복
4337,well,잘
4338,west,서쪽
4339,wet,축축한
4340,whale,고래
4341,what,무엇 무슨
4342,wheat,밀
4343,wheel,바퀴
4344,when,언제
4345,where,어디에 (-하는)곳에 pr.어디 (문제의)장소
4346,whereas,cnj.(-인)까닭에
4348,which,어느 쪽
4349,while,동안 -하는 동안
4350,whip,채찍 채찍질하다
4351,whisper,속삭이다
4352,whistle,휘파람
4353,white,흰
4354,who,누구
4355,whole,전체의
4356,why,왜
4357,wicked,사악한
4358,wide,폭넓은
4359,widespread,널리 보급되어 있는
4360,widow,미망인
4361,wife,아내
4362,wild,야생의
4363,will,의지
4364,win,이기다
4365,wind,바람
4366,window,창
4367,wing,날개
4368,wipe,닦다
4369,wire,철사
4370,wise,슬기로운
4371,wish,바라다
4372,wit,기지
4373,with,함께
4374,withdraw,물러나다
4375,within,prop.-의 안쪽에 안으로 내부
4376,without,prop.-없이 밖은
4377,witness,증언
4378,woman,부인
4379,wonder,경이
4380,wood,숲
4381,wool,양모
4382,word,낱말
4383,work,일
4384,world,세계
4385,worry,근심하다
4386,worship,숭배
4387,worth,가치가 있는 가치
4388,would,auwill의 과거
4389,wound,부상
4390,wrap,싸다
4391,wreck,난파
4392,write,쓰다
4393,wrong,나쁜
4394,year,연
4395,yell,고함치다
4396,yellow,황색의 황색
4397,yes,예
4398,yesterday,어제
4399,yet,아직
4400,yield,산출하다
4401,you,당신
4402,young,젊은
4403,zebra,얼룩말
4404,zone,대
4405,zoo,동물원
4478,apache,시발
